Pro_1	Pro_2	Pro_3	Sen_1	Sen_2	Sen_3
AGXT2	0	0	0	0.06	0	0
AHCTF1	18.53	18.37	18.29	24.78	24.62	22.62
AHCTF1P1	0.77	0.46	0.53	1.25	0.9	0.95
AHCY	88.06	91.51	92.59	183.94	160.29	171.61
AHCYL1	90.54	101.99	96.64	79.36	107.4	85.7
AHCYL2	7.47	7.54	7.12	9.91	10.72	9.17
AHDC1	14.24	14.14	13.07	13.81	20.09	14.34
AHI1	13.02	11.43	12.67	12.95	14.66	12.6
AHNAK	464	384.71	414.34	249.63	236.28	222.89
AHNAK2	7.92	5.81	7.4	23.09	24.03	21.63
AHR	22.89	22.5	20.35	32.42	44.21	30.94
AHRR	44.66	51.52	46.15	28.39	42.55	28.98
AHSA1	118.3	114.59	114.03	212.92	189.74	205.73
AHSA2	9.61	14.51	12.18	6.06	12.55	6.59
AHSG	0	0	0	0	0	0
AHSP	0	0	0	0	0	0
AICDA	0	0	0	0	0	0
AIDA	133.24	119.22	129.55	161.59	170.79	165.9
AIF1	0	0	0	0	0	0
AIF1L	0.13	0.06	0.05	0	0.13	0.12
AIFM1	28.34	27.23	28.53	55.64	57.17	50.27
AIFM2	34.43	30.58	33.99	32.77	24.4	29.87
AIFM3	0.12	0.38	0.21	0.05	0	0.23
AIG1	26.23	27.02	28.35	16.21	15.44	13.97
AIM1	13.04	9.48	11.14	3.11	1.79	2.37
AIM1L	0	0	0.03	0	0	0
AIM2	0	0	0	0	0	0
AIMP1	34.32	33.6	32.48	28.69	25.83	25.42
AIMP2	50.99	50.35	52.44	47.53	31.65	43.07
AIP	56.28	57.79	56.79	29.03	35.47	33.28
AIPL1	0	0.04	0	0	0	0
AIRE	0	0.04	0	0	0	0
AIRN	0	0	0	0	0	0
AJAP1	0	0	0	0	0	0
AJUBA	68.2	64.96	69.68	20.34	20.08	18.98
AK1	63.22	63.41	60.73	67.66	72.03	67.48
AK2	51.85	50.43	51.9	81.46	62.39	87.02
AK3	49.69	58.69	62.04	54.69	56.79	55.85
AK4	3.86	4.84	7.01	40.92	18.45	35.4
AK5	24.33	21.63	23.49	6.8	5.36	5.94
AK6	49.22	37.6	51.39	63.66	50.38	58.41
AK7	0.03	0	0.19	0	0.1	0.09
AK8	0.48	0.38	0.61	0.28	0.26	0.5
AK9	4.2	3.97	3.61	1.46	1.4	1.59
AKAP1	8.3	7.93	7.11	9.01	6.08	7.8
AKAP10	20.31	22.07	20.92	24.02	22.88	21.51
AKAP11	30.95	33.26	29.9	40.46	41.81	35.9
AKAP12	18.31	15.7	14.7	77.94	103.87	77.49
AKAP13	15.45	15.37	13.74	15.61	19.11	15.31
AKAP14	0	0	0	0	0	0
AKAP17A	24.28	30.75	27.57	33.81	39.05	32.67
AKAP2	140.58	119.66	150.8	106.51	49.4	81.1
AKAP3	0.49	0.18	0.24	0.17	0.2	0.19
AKAP4	0	0	0	0	0	0
AKAP5	1.22	0.59	0.58	0.46	0.88	0.37
AKAP6	0.13	0.1	0.09	0.13	0.09	0.1
AKAP7	3.7	3.55	2.89	0.83	0.41	0.78
AKAP8	17.33	17.67	14.38	26.97	24.49	26.03
AKAP8L	45.65	48.08	46.63	50.58	57.92	48.19
AKAP9	16.76	16.49	14.78	15.29	14.59	13.03
AKIP1	51.86	54.34	49.69	63.63	64.35	73.57
AKIRIN1	121	119.04	119.15	241.63	199.13	214.97
AKIRIN2	59.01	62.43	63.17	43.03	46.23	43.56
AKNA	14.49	16.12	12.35	3.66	3.19	2.62
AKNAD1	0.15	0	0	0.23	0.11	0.14
AKR1A1	90.92	87.89	92.32	96.56	115	100.02
AKR1B1	294.09	310.77	386.4	978.77	795.11	1035.9
AKR1B10	3.07	2.66	4.3	1.03	0.68	0.67
AKR1B15	0	0.07	0	0.08	0.17	0
AKR1C1	88.54	112.78	142.75	9.46	10.9	13.74
AKR1C2	10.01	9.83	9.12	0.92	1.1	0.88
AKR1C3	13.58	15.24	13.71	0.26	0.35	0.24
AKR1C4	0.08	0.09	0	0	0	0
AKR1C6P	0	0	0	0	0	0
AKR1C8P	0	0	0	0	0	0
AKR1D1	0	0	0	0	0.04	0
AKR1E2	1.12	1.14	0.84	0.27	0.41	0.44
AKR7A2	33.55	35.36	40.59	41.37	43.8	42.99
AKR7A2P1	0.07	0.08	0	0.36	0.17	0.33
AKR7A3	0.56	0.28	0.14	0.26	0.52	0.28
AKR7L	0.29	0.25	0.16	0.24	0.21	0.35
AKT1	176.17	185.39	180.37	212.91	216.23	209.68
AKT1S1	105.84	108.11	111.42	179.48	156.74	159.18
AKT2	25.12	26.72	26.26	36.37	42.47	38.84
AKT3	54.4	53	44.03	33.84	53.95	34.57
AKTIP	24.76	23.6	22.79	16.18	16.45	15.25
ALAD	28.42	30.38	28.63	26.52	27.77	27.28
ALAS1	33.14	34.82	37.06	68.31	83.16	78.82
ALAS2	0	0	0	0	0.06	0
ALB	0	0	0	0	0	0
ALCAM	343.75	310.37	328.4	85.26	81.65	77.13
ALDH16A1	9.99	10.76	10.95	12.37	10.58	10.59
ALDH18A1	106.2	108.83	95.86	111.64	88.09	90.18
ALDH1A1	0	0	0.07	0	0.14	0.04
ALDH1A2	0.11	0.06	0.05	0	0	0
ALDH1A3	5.2	18.06	11.03	18.38	20.59	15.93
ALDH1B1	25.16	18.87	24.4	30.24	28.78	29.6
ALDH1L1	0	0	0	0.04	0	0.04
ALDH1L1-AS1	0	0	0	0	0	0
ALDH1L1-AS2	0	0	0	0	0	0
ALDH1L2	117.33	118.61	111.43	18.11	17.67	18.26
ALDH2	165.95	194.58	181.46	73.14	65.79	67.09
ALDH3A1	0.16	0.23	0	0.07	0	0
ALDH3A2	12.24	15.22	14.47	12.92	13.57	14.37
ALDH3B1	52.29	48.42	47.16	11.7	13.93	12.37
ALDH3B2	0.04	0.04	0.13	0	0.04	0.08
ALDH4A1	11.7	10.37	13.66	14.06	12.49	13.18
ALDH5A1	1.29	1.09	1.63	0.58	0.44	0.5
ALDH6A1	5.97	6.13	6.48	2.64	4.05	2.75
ALDH7A1	21.57	22.33	25.04	14.69	15.84	14.09
ALDH8A1	0.04	0.21	0.07	0.49	0.34	0.26
ALDH9A1	90.45	82.92	90.14	109.28	108.56	103.95
ALDOA	1620.16	1576.22	1731.83	2665.57	2467.81	2931.3
ALDOB	0.11	0	0	0.1	0.18	0.09
ALDOC	28.77	26.91	32.82	55.15	68.78	74.21
ALG1	23.7	21.84	21.7	20.76	14.45	15.89
ALG10	2.82	3.27	3.41	1.47	1.36	1.19
ALG10B	1.66	1.83	1.5	0.69	0.68	0.54
ALG11	20.43	21.06	20.1	18.46	16.3	13.63
ALG12	23.73	28.21	28.27	20.96	17.96	18.4
ALG13	18.39	17.06	15.42	12.76	11.79	12.46
ALG14	17.78	16.03	18.24	13.61	9.58	11.2
ALG1L	0.17	0.14	0	0	0.16	0
ALG1L2	0	0.17	0	0.17	0	0
ALG1L9P	0.45	0.41	0.28	0.31	0.25	0.34
ALG2	38.74	41.75	39.44	55.29	45.19	45.59
ALG3	52.86	56.48	55.38	82.66	73.87	69.21
ALG5	22.24	25.37	26.55	28.87	26.2	30.88
ALG6	7.9	8.15	7.09	4.85	3.76	4.36
ALG8	33.16	27.95	29.98	41	35.88	36.15
ALG9	9.22	8.45	8.53	7.47	5.51	5.88
ALK	0	0	0	0.09	0.14	0.08
ALKBH1	9.25	9.09	9.62	11.34	9.33	10.15
ALKBH2	11.07	11.14	14.02	10.52	9.39	8.96
ALKBH3	30	26.9	27.73	16.91	14.74	17.8
ALKBH3-AS1	0	0.05	0	0	0	0
ALKBH4	10.69	10.66	11.07	11.62	11.13	10.79
ALKBH5	61.83	69.47	61.58	99.96	89.4	82.91
ALKBH6	17.56	17.27	23.96	37.2	41.74	44.12
ALKBH7	33.99	30.22	31.25	22.73	24.51	24.82
ALKBH8	11.55	9.53	7.77	6.6	5.22	5.6
ALLC	0	0	0	0	0	0
ALMS1	4.07	3.18	3.36	3.36	2.71	2.95
ALMS1-IT1	0.16	0.23	0.18	0.27	0.13	0.12
ALMS1P	0	0.13	0	0.08	0.07	0.07
ALOX12	0.58	0.89	0.61	0.6	0.56	0.36
ALOX12-AS1	3.98	4.02	4.59	2.36	2.04	3.71
ALOX12B	0	0	0	0.19	0.13	0.04
ALOX12P2	0	0	0	0	0	0
ALOX15	0	0	0	0	0	0
ALOX15B	0.04	0.04	0.19	7.25	13.57	17.93
ALOX15P1	0	0	0	0	0.18	0
ALOX5	0	0	0	0	0	0.04
ALOX5AP	2.44	1.97	2.44	12.54	13.76	18.87
ALOXE3	0.17	0.09	0.25	2.51	4.33	4
ALPI	0	0	0	0	0	0
ALPK1	6.65	7.61	7.53	0.64	1.02	0.75
ALPK2	63.6	62.02	62.14	11.11	8.96	8.18
ALPK3	0.04	0.02	0.1	0.21	0.36	0.3
ALPL	3.5	3.28	3.21	1.27	1.06	1.12
ALPP	0	0	0	0	0	0
ALPPL2	0.04	0	0	0	0	0
ALS2	23.28	21.1	19.98	26.65	29.7	23.68
ALS2CL	4.65	2.92	3.31	5.24	7.6	6.21
ALS2CR11	0.07	0.02	0.08	0.11	0.06	0.07
ALS2CR12	0.36	0.56	0.36	0.27	0.59	0.36
ALX1	0	0	0	0	0.09	0
ALX3	1.32	1.93	2.44	0.48	2.29	1.45
ALX4	0.02	0.02	0	0	0	0
ALYREF	99.07	85.59	79.39	111.05	91.07	115.3
AMACR	8.02	6.34	7.48	7.76	7.9	8.96
AMBN	0	0	0	0	0	0
AMBP	0.84	0.71	0.34	0	0	0
AMBRA1	13.48	13.78	12.54	16.23	16.08	15.96
AMD1	48.19	35.62	39.32	98.95	77.67	85.05
AMDHD1	0.17	0.09	0	0.22	0.1	0.15
AMDHD2	7.54	8.52	7.58	6.67	3.56	5.73
AMELX	0	0	0	0	0	0
AMELY	0	0	0	0	0	0
AMER1	1.24	1.67	1.43	0.43	0.74	0.57
AMER2	0	0	0	0	0	0
AMER3	0	0	0	0	0	0
AMFR	60.6	61.58	67.41	57.31	60.62	61.89
AMH	0.27	0.45	0.4	0.12	0.17	0.05
AMHR2	0	0	0	0	0	0
AMICA1	0	0	0	0	0	0
AMIGO1	2.21	2.5	2.02	1.04	0.54	0.98
AMIGO2	25.03	16.55	15.68	17.44	21.13	17.25
AMIGO3	7.34	6.67	5.65	4.11	3.69	2.71
AMMECR1	20.1	18.6	18.44	15.6	13.54	13.1
AMMECR1L	16.13	16.02	15.87	25.72	24.22	24.47
AMN	0.24	0.13	0	0.08	0	0.07
AMN1	4.01	3.44	4.91	6.06	10.45	7.03
AMOT	3.24	2.93	3.13	0.56	0.91	0.86
AMOTL1	32.36	34.03	33.34	17.36	20.66	15.88
AMOTL2	81.06	73.77	74.03	28.76	36.41	24.76
AMPD1	0	0	0	0	0.14	0.09
AMPD2	56.86	55.82	51.17	78.43	82.8	70.54
AMPD3	10.49	11.71	10.97	219.76	202.46	200.88
AMPH	7.74	5.36	6.23	1.76	2.09	1.9
AMT	2.9	4.9	3.06	0.43	1	0.77
AMTN	0	0	0	0	0	0
AMY1A	0	0	0	0	0	0
AMY1B	0	0	0	0	0	0
AMY1C	0	0	0	0	0	0
AMY2A	0	0	0	0	0	0
AMY2B	0.49	0.4	0.72	0.73	0.54	0.19
AMZ1	0.98	0.96	0.76	1.83	2.65	2.12
AMZ2	51.03	56.27	66.1	57.05	62.91	66.19
AMZ2P1	3.26	3.57	4.28	1.26	0.87	0.92
ANAPC1	14.66	12.92	14.31	16.51	18.59	16.43
ANAPC10	8.51	7.95	8.84	9.44	8.96	9.51
ANAPC11	169.3	161.07	167.65	150.52	136.12	152.65
ANAPC13	79.26	72.54	79.09	63.82	50.97	59.63
ANAPC15	48.67	35.1	48.31	46.34	37.68	50.96
ANAPC16	37.15	37.17	35.3	26.29	20.64	24.31
ANAPC1P1	0.06	0.08	0	0	0	0
ANAPC2	29.92	30.66	28.61	41.33	40.05	40.95
ANAPC4	15.39	14.62	15.77	16.71	13.75	15.57
ANAPC5	91.98	85.93	86.86	116.19	119.87	115.03
ANAPC7	30.8	29.62	31.06	36.51	32.63	34.61
ANG	3.81	3.08	3.4	3.04	4.32	4.73
ANGEL1	7.61	9.36	9.11	13.82	17.07	12.32
ANGEL2	9.71	9.97	11.51	8.3	7.82	8.14
ANGPT1	92.51	118.49	124.24	9.07	6.6	8.49
ANGPT2	0	0.06	0.03	0.16	0.06	0.12
ANGPT4	0	0	0	0	0	0
ANGPTL1	0.46	0.89	1.35	0	0	0
ANGPTL2	103.96	126.68	113.67	21.75	31.29	22.93
ANGPTL3	0.06	0.03	0	0	0.04	0
ANGPTL4	13.84	16.83	7.92	243.45	65.46	172.1
ANGPTL5	0	0.04	0	0.05	0.09	0
ANGPTL6	0.13	0.07	0.12	0.15	0.22	0
ANGPTL7	0	0.04	0.07	0	0.05	0
ANHX	0	0	0	0	0	0
ANK1	0.48	0.25	0.5	0.18	0.19	0.13
ANK2	0.38	0.29	0.35	0.2	0.18	0.23
ANK3	0.58	0.44	0.49	3.25	4.16	3.15
ANKAR	0.61	0.31	0.72	0.37	0.34	0.31
ANKDD1A	4.07	3.56	4.36	0.97	0.85	1.07
ANKDD1B	0.04	0.08	0.25	0.09	0	0.21
ANKEF1	0.24	0.23	0.29	0.21	0.06	0.14
ANKFN1	0.04	0	0	0.05	0	0
ANKFY1	43.35	41.16	37.35	39.46	34.94	33.3
ANKH	22.56	24.39	19.18	14.6	22.9	13.88
ANKHD1	19	18.46	15.82	23.27	25.62	16.85
ANKHD1-EIF4EBP3	7.36	9.52	8.62	6.28	4.77	7.97
ANKIB1	41.39	42.58	40.79	36.95	41.26	35.48
ANKK1	0	0.04	0	0.14	0.17	0.17
ANKLE1	0.31	0.2	0.16	0.12	0.19	0.18
ANKLE2	44.79	38.86	40.8	53.9	52.06	48.65
ANKMY1	1.68	2.39	1.28	2.15	2.2	1.94
ANKMY2	29.64	24.55	27.58	25.78	25.09	24.78
ANKRA2	17.16	21.62	19.08	13.77	17.33	14.83
ANKRD1	15.46	8.45	8.86	4.48	2.25	3
ANKRD10	24	29.56	25.63	15.69	17.16	14.36
ANKRD11	107.34	109.12	96.59	92.74	108.6	86.73
ANKRD12	16.75	15.48	15.77	11.43	8.54	9.05
ANKRD13A	64.71	53.23	66.91	29.7	26.54	26.69
ANKRD13B	7.01	9.89	7.95	8.64	8.39	6.78
ANKRD13C	21.29	22.35	20.65	22.06	25.61	20.63
ANKRD13D	17.26	21.12	14.64	29.85	36.1	31.39
ANKRD16	3.48	4.5	5.58	3.54	2.92	4.12
ANKRD17	39.05	38.21	36.64	52.6	51.93	46.36
ANKRD18A	0	0	0.05	0	0.03	0
ANKRD18B	3.07	2.36	1.9	0.34	0.61	0.5
ANKRD18DP	0	0	0	0.04	0.04	0.11
ANKRD19P	2.17	1.65	1.61	2.03	0.96	1.42
ANKRD2	0.25	0.29	0.12	0.17	0.72	0.15
ANKRD20A1	0.12	0.18	0.13	0.01	0	0
ANKRD20A11P	0.09	0.19	0.15	0.11	0.11	0
ANKRD20A12P	2.75	3.59	3.08	5.98	6.15	7.51
ANKRD20A19P	0	0	0	0	0	0
ANKRD20A2	0	0	0.13	0.02	0	0
ANKRD20A3	0	0	0	0	0	0
ANKRD20A4	0	0	0	0	0	0
ANKRD20A5P	0.02	0	0.09	0.06	0.06	0.05
ANKRD20A8P	0.03	0.04	0.05	0	0	0
ANKRD20A9P	0.01	0.01	0.01	0.01	0.01	0.02
ANKRD22	0.02	0.07	0.04	0.15	0.05	0.23
ANKRD23	1.34	1.35	1.37	1.81	1.54	1.22
ANKRD24	0.38	0.49	0.67	0.29	0.32	0.41
ANKRD26	8.51	7.37	7.56	6.34	5.65	4.99
ANKRD26P1	0.01	0.03	0.03	0.02	0.02	0.02
ANKRD26P3	0	0	0	0	0	0
ANKRD27	18.06	17.31	16.76	21.91	24.41	20.48
ANKRD28	35.18	29.92	33.67	11.97	21.01	13.37
ANKRD29	0.06	0.03	0.05	0.14	0.13	0.38
ANKRD30A	0	0	0	0	0	0
ANKRD30B	0	0	0	0	0	0
ANKRD30BL	0.07	0.57	0.12	0.34	0.24	0
ANKRD30BP2	0	0	0	0	0	0
ANKRD30BP3	0	0	0	0	0	0
ANKRD31	0.01	0.03	0.08	0.02	0.04	0
ANKRD32	3.12	2.84	2.67	2.24	2.29	1.94
ANKRD33	0	0	0	0.4	0.14	0.32
ANKRD33B	12.77	11.08	11.99	1.81	3.58	1.78
ANKRD34A	3.64	2.35	2.69	10.9	10.46	11.55
ANKRD34B	0	0.03	0	0	0	0.03
ANKRD34C	0	0	0	0	0	0
ANKRD34C-AS1	0	0	0	0	0	0
ANKRD35	1.67	1.54	2.53	1.28	1.31	0.74
ANKRD36	1.4	1.44	1.43	2.94	2.81	2.19
ANKRD36B	0.96	1.06	0.9	1.36	1.63	2.08
ANKRD36BP1	4.87	3.48	2.63	4.02	3.49	3.85
ANKRD36BP2	0	0.06	0	0.07	0	0
ANKRD36C	0.82	0.83	0.8	1.04	0.92	1.09
ANKRD37	5.85	5.49	6.29	22.1	9.03	17.96
ANKRD39	11.89	12.08	13.43	29.72	28.3	30.31
ANKRD40	40.26	35.24	35.05	36.08	33.15	31.51
ANKRD42	14.07	16.24	14.14	34.62	33.2	30.55
ANKRD44	4.42	4.5	4.16	2.54	3.47	2.16
ANKRD44-IT1	0	0	0	0	0	0
ANKRD45	0.07	0.15	0.24	0	0.04	0.08
ANKRD46	8.28	8.3	7.63	14.15	8.02	10.61
ANKRD49	11.71	11.72	11.15	5.14	6.02	5.4
ANKRD50	19.55	18.1	18.76	13.98	15.29	11.9
ANKRD52	92.32	81.86	69.78	100.72	98.94	79.32
ANKRD53	1.55	1.17	1.46	0.39	0.17	0.32
ANKRD54	18.44	17.52	19.32	35.39	31.86	33.18
ANKRD55	0.25	0.2	0.06	0.09	0.04	0
ANKRD6	0.13	0.13	0.07	0.15	0.05	0.11
ANKRD60	0	0	0	0	0	0
ANKRD61	0.33	0.5	0.58	0.25	0.63	0.3
ANKRD62	0	0	0	0	0	0
ANKRD62P1-PARP4P3	0	0	0	0	0	0
ANKRD63	0	0	0	0	0	0
ANKRD65	0.06	0	0	0	0	0.1
ANKRD66	0	0	0	0	0	0
ANKRD7	0.55	0.3	0.73	0.44	0.08	0.08
ANKRD9	23.6	25.1	25.31	29.22	34.39	29.62
ANKS1A	15.27	16.54	15.25	13.57	17.42	13.3
ANKS1B	0.05	0.07	0	0.32	0.22	0.35
ANKS3	15.38	18.99	14.54	13.45	10.98	11.49
ANKS4B	0.03	0	0	0	0	0.04
ANKS6	8.92	8.92	8.77	5.6	6.87	5.84
ANKUB1	0.04	0.04	0	0	0	0
ANKZF1	16.53	19.49	14.04	20.2	16.83	17.78
ANLN	42.92	19.93	30.61	10.29	3.22	7.77
ANO1	2.57	1.94	1.78	0.16	0.88	0.24
ANO1-AS2	0	0	0	0.16	0	0.14
ANO10	63.19	59.04	67.24	80.24	85.59	79.42
ANO2	0.05	0.03	0.04	0.13	0.24	0.08
ANO3	1.43	1.37	1.65	0.04	0.02	0
ANO4	65.44	80.01	98	11.04	12.07	12.68
ANO5	0	0	0	0	0	0
ANO6	52.33	53.82	53.88	35.62	45.92	35
ANO7	0.37	0.38	0.54	1.96	1.74	1.99
ANO8	11.56	11.19	9.78	12.01	16.19	10.3
ANO9	0	0.07	0	0.08	0.11	0.11
ANOS1	0.07	0.03	0.02	2.27	2.4	1.54
ANP32A	63.15	69.8	64.87	68.86	64.39	72.83
ANP32A-IT1	0.19	0.21	0.05	0.14	0	0.16
ANP32AP1	0.49	0.67	0.65	0.43	0.21	0.76
ANP32B	227.26	204.91	213.29	119.42	104.54	123.23
ANP32C	0.28	0.79	0.69	0.36	0.33	0.49
ANP32D	0	0	0	0	0	0
ANP32E	44.95	38.24	41.96	54.75	48.17	47.91
ANPEP	68.94	72.85	70.61	471.61	516.2	495.31
ANTXR1	127.12	179.09	162.42	114.87	130.98	106.64
ANTXR2	88.73	103.03	95.02	162.66	166.63	142.84
ANTXRL	0	0	0.07	0	0	0
ANTXRLP1	0	0	0	0	0	0
ANXA1	445.17	352.84	440.33	401.05	320.69	398.63
ANXA10	0.32	0.28	0.57	0	0.08	0.07
ANXA11	179.43	169.64	174.26	134.8	130.57	129.15
ANXA13	0	0.07	0	0	0	0
ANXA2	2485.82	2017.23	2419.82	3555.27	3344.47	3890.92
ANXA2P1	1.57	1.44	1.11	3.12	2.04	2.04
ANXA2P2	163.04	104.47	142.8	233.73	203.63	241.52
ANXA2P3	0.48	0.23	0.73	0.73	0.34	0.32
ANXA2R	2.37	3	2.75	0.95	1.08	1.62
ANXA3	31.22	21.22	24.23	9.25	9.21	11.09
ANXA4	73.24	68.24	76.13	51.49	49.71	51.51
ANXA5	1733.49	1676.69	1815.41	1183.18	1108.35	1197.35
ANXA6	362.84	336.08	365.68	476.95	466.74	482.36
ANXA7	77.49	64.3	83.52	72	72.97	78.28
ANXA8	0	0.11	0.43	0.46	0.36	0.82
ANXA8L1	0.33	0	0	0	0	0.36
ANXA9	0.66	0.66	0.98	0.26	0.73	0.23
AOAH	0	0	0	0.05	0	0
AOAH-IT1	0	0	0	0	0	0
AOC1	0	0.04	0.07	0	0	0.09
AOC2	0.37	0.86	0.5	2.03	1.86	1.93
AOC3	0.15	0.12	0.16	0.06	0.14	0.31
AOC4P	0	0	0	0.05	0	0
AOX1	22.18	14.42	24.86	20.84	16.18	19.26
AOX2P	0	0	0	0	0	0
AP1AR	17.01	15.08	15.34	18.67	17.48	15.79
AP1B1	61.68	54.62	59.55	104.48	104.56	92.81
AP1B1P1	0	0	0	0	0	0
AP1G1	53.8	52.52	48.02	53.52	51.49	47.29
AP1G2	1.92	2.58	2.18	1.32	1.34	1.44
AP1M1	80.77	72.16	78.22	121.09	106.79	110.99
AP1M2	0.32	0.06	0	0	0	0
AP1S1	161.1	151.74	173.98	399.21	364.19	428.93
AP1S2	46.85	40.17	43.06	74.98	66.78	71.4
AP1S3	2.56	1.6	2.02	1.73	0.9	1.63
AP2A1	128.75	120.88	129.09	168.3	188.03	159.84
AP2A2	57.56	59.92	59.08	78.12	81.43	76.82
AP2B1	153.75	150.14	151.97	114.34	106.29	107.52
AP2M1	523.19	503.16	578.64	750.44	790.67	803.23
AP2S1	353.82	355.27	411.99	767.1	682.47	758.5
AP3B1	68.5	62.43	64.42	66.8	67.43	64.52
AP3B2	0.02	0.05	0.09	0	0.03	0.03
AP3D1	111.96	107.24	103.46	134.73	138.74	125.18
AP3M1	40.8	39.31	41.02	44	43.4	38.22
AP3M2	18.28	18.94	20.18	16.35	18.51	16.28
AP3S1	218.33	197.44	201.81	168.63	146.58	166.97
AP3S2	11.53	11.87	11.57	14.72	13.91	14.77
AP4B1	7.41	7.45	7.75	8.69	8.85	9.02
AP4B1-AS1	0.77	0.38	0.29	0.55	0.93	0.37
AP4E1	13.59	12.43	13.07	7.35	6.79	6.77
AP4M1	22.8	20.84	23.02	16.03	17.11	18.05
AP4S1	7.57	6.69	6.95	2.89	2.34	2.48
AP5B1	8.99	10.1	9.15	13.22	11.11	12.22
AP5M1	20.39	22.62	24.09	26.13	24.61	24.87
AP5S1	18.71	17.36	17.5	15.47	13.12	13.59
AP5Z1	22.99	21.23	21.53	19.99	13.87	15.46
APAF1	10.67	9.93	9	14.54	13.79	12.93
APBA1	7.09	7.08	6.82	8.07	11.85	7.31
APBA2	27.8	26.23	26.78	43.82	46.98	41.44
APBA3	16.9	17.39	15.41	25.52	23.3	21.91
APBB1	49.62	53.9	53.62	38.17	43.24	42.66
APBB1IP	0	0	0	0.09	0.04	0.12
APBB2	28.41	27.7	26.57	19.41	20.16	18.7
APBB3	7.19	10.3	8.36	2.3	3.7	3.26
APC	16.46	14.78	15.64	16.47	15.53	14.72
APC2	0.8	1.02	0.68	0.9	0.65	0.79
APCDD1	5.14	5.67	5.26	2.46	2.19	3.2
APCDD1L	35.11	29.83	39.84	132.08	194.24	128.57
APCDD1L-AS1	3.14	1.53	3.47	7.35	9.95	5.65
APCS	0	0	0	0	0	0
APEH	58.57	58.67	63.59	89.65	102.79	88.3
APELA	0	0	0	0	0	0
APEX1	103.14	116.31	123.11	137.29	122.36	142.51
APEX2	12.84	13.77	15.43	21.08	20.27	20.73
APH1A	125.11	124.26	123.68	100.47	93.34	105.67
APH1B	27.4	25.16	26.98	15.25	13.25	13.81
API5	88.76	83.62	88.51	82.2	70.16	78.01
APIP	45.98	45.53	43.16	53.49	46.95	53.87
APITD1	20.52	20.7	17.3	20.07	16.92	18.84
APITD1-CORT	1.36	1.21	1.32	1.41	0.1	1
APLF	2.5	2.33	3.26	3.82	3.66	3.83
APLN	0.84	0.83	0.64	4.1	1.32	3.95
APLNR	0	0	0	0	0	0
APLP1	3.87	3.99	4.27	32.2	38.98	32.81
APLP2	442.42	469.89	441.76	434.41	476.87	440.7
APMAP	176.13	170.68	176.63	228.9	191.63	201.79
APOA1	0	0	0	0	0	0
APOA1-AS	0.18	0	0	0	0.22	0.42
APOA1BP	57.59	56.4	58.07	38.66	39.43	44.98
APOA2	0	0	0	0	0	0
APOA4	0	0	0	0	0	0.07
APOA5	0	0	0	0	0	0
APOB	0	0	0	0.01	0	0.01
APOBEC1	0	0	0	0	0	0
APOBEC2	0.11	0	0.1	0.07	0.21	0.13
APOBEC3A	0	0	0	0	0	0
APOBEC3A_B	0	0	0	0	0	0
APOBEC3B	9.19	3.38	7.9	1.83	0.76	2.59
APOBEC3B-AS1	0	0	0	0	0	0
APOBEC3C	76.08	71.61	89.3	66.7	72.95	67.17
APOBEC3D	1.5	1.42	1.2	0.55	1.08	0.52
APOBEC3F	7.05	8.15	9.98	5.15	6.61	4.91
APOBEC3G	5.51	5.4	5.74	0.77	0.81	1.74
APOBEC3H	0	0	0.32	0.12	0.33	0.18
APOBEC4	0	0	0	0	0	0
APOBR	0.05	0.08	0	0	0	0
APOC1	0.68	1.5	0.81	0	0	0.26
APOC1P1	0.16	0	0	0	0	0
APOC2	0.13	0	0	0	0	0
APOC3	0	0	0	0	0	0
APOC4	0	0	0	0	0	0
APOC4-APOC2	0	0	0	0	0	0
APOD	1.09	1.56	0.89	12.13	10.53	11.01
APOE	5.76	11.87	9.16	0.85	3.09	2
APOF	0	0	0	0	0	0
APOH	0	0	0	0	0	0
APOL1	17.47	19.36	19.85	1.37	1.35	1.21
APOL2	58.01	58.76	56.52	47.04	39.7	46.7
APOL3	7.1	9.32	8.43	1	1.15	1.48
APOL4	0.06	0.03	0.05	0	0	0.03
APOL5	0	0	0.23	0	0	0.07
APOL6	32.21	36.33	31.22	5.98	6.77	5.65
APOLD1	2.3	2.26	2.67	2.51	1.94	2.01
APOM	1.47	2.05	1.82	0.96	0.89	0.9
APOO	12.73	10.12	10.76	11.89	11.93	14.14
APOOL	10.31	9.03	8.68	6.42	5.66	5.87
APOOP5	0.28	0	0	0	0.21	0.11
APOPT1	57.41	55.93	61.72	67.82	59.5	70.7
APP	1025.61	1190.24	1141.32	784.25	843.73	753.35
APPBP2	35.07	37.04	35.39	23.49	22.36	19.18
APPL1	22.13	21.4	20.41	19.63	16.26	18.64
APPL2	73.3	63.18	59.03	21.13	30.5	22.75
APRT	122.97	120.62	119.3	248.45	249.64	258.45
APTR	9.09	11.41	8.93	6.58	6.82	5.26
APTX	28.75	26.74	28.63	32.58	30.51	32.03
AQP1	0.61	0.78	0.46	0.26	0.4	0.07
AQP10	0	0	0	0	0	0
AQP11	2.51	2.28	2.62	0.76	0.62	0.78
AQP12A	0	0	0	0	0	0
AQP12B	0	0	0	0	0	0
AQP2	0	0	0	0	0	0
AQP3	6.63	6.29	7.03	2.08	2.68	1.3
AQP4	0	0	0	0	0	0
